,count,mean,std,min,25%,50%,75%,max,median
aroma_woody,250.0,-0.015023203560000005,0.9647317368150262,-0.586286239,-0.586286239,-0.455177246,0.114449173,4.923105466,-0.455177246
palate_acetaldehyde,0.0,,,,,,,,
palate_acetate,0.0,,,,,,,,
palate_acetic,250.0,0.002081190116000002,1.003735117620046,-0.260148742,-0.260148742,-0.260148742,-0.260148742,8.569392121,-0.260148742
palate_acidic,250.0,-0.003190702572000021,0.9992332723152787,-0.616296617,-0.616296617,-0.446168184,0.17787332975,5.06929595,-0.446168184
palate_aftertaste,250.0,0.008396026236000026,0.9995570553187022,-1.049503283,-1.049503283,-0.07288806,0.49113629075,5.104581843,-0.07288806
palate_alcohol,250.0,0.004092268364000006,1.0026045297243364,-0.806266742,-0.806266742,-0.3939661205,0.5771180165,4.259946939,-0.3939661205
palate_anise,250.0,-0.06127701185599998,0.22158369046636564,-0.102325447,-0.102325447,-0.102325447,-0.102325447,1.780010071,-0.102325447
palate_apple,250.0,0.002291068459999963,1.003677288422995,-0.286383557,-0.286383557,-0.286383557,-0.286383557,13.15635147,-0.286383557
palate_banana,250.0,-0.003586964452000002,1.0008877869108008,-0.3107069,-0.3107069,-0.3107069,-0.0591384005,13.15354399,-0.3107069
palate_barnyard,250.0,0.0027580012079999657,1.0035286999090796,-0.34475016,-0.34475016,-0.34475016,-0.34475016,8.889406851,-0.34475016
palate_bitter,250.0,0.001978083171999998,0.999040798169322,-1.33220275,-0.777063734,-0.1486122445,0.56519960975,4.321311424,-0.1486122445
palate_blanket,250.0,0.0016387009760000027,1.0038388401061102,-0.204837625,-0.204837625,-0.204837625,-0.204837625,11.75528505,-0.204837625
palate_bread,250.0,0.0053784615599999875,1.0021839059358224,-0.672307697,-0.672307697,-0.3211897715,0.35407352275000004,7.182671913,-0.3211897715
palate_burnt,250.0,0.0021906309080000027,1.00370565572952,-0.273828841,-0.273828841,-0.273828841,-0.273828841,8.469124217,-0.273828841
palate_butterscotch,250.0,0.00199232225199998,1.0037579300117445,-0.249040337,-0.249040337,-0.249040337,-0.249040337,7.701493703,-0.249040337
palate_buttery,250.0,0.003233186435999997,1.003349240523531,-0.40414833,-0.40414833,-0.40414833,-0.40414833,7.455991007,-0.40414833
palate_cabbage,250.0,0.0006471986200000331,1.0039816428667023,-0.080899785,-0.080899785,-0.080899785,-0.080899785,14.84742718,-0.080899785
palate_candy,250.0,-0.05803774005999999,0.3707671052439258,-0.183913415,-0.183913415,-0.183913415,-0.183913415,2.781452934,-0.183913415
palate_caramel,250.0,-0.03142181631199996,0.849996045300303,-0.544311696,-0.544311696,-0.544311696,0.26074854375,4.344115253,-0.544311696
palate_carbonation,250.0,-0.0027186377120000174,1.001712720140604,-4.935887292,-0.42346477325,0.154554011,0.67841150025,1.906945231,0.154554011
palate_cardboard,250.0,0.0014516418759999467,1.0038752646887468,-0.181455202,-0.181455202,-0.181455202,-0.181455202,13.05969873,-0.181455202
palate_cereal,250.0,0.0038339002320000367,1.003081573387251,-0.479237508,-0.479237508,-0.479237508,0.10155601075,6.658085334,-0.479237508
palate_cheesy,250.0,0.0013915163240000314,1.003886035691247,-0.173939527,-0.173939527,-0.173939527,-0.173939527,9.306584477,-0.173939527
palate_citrus,250.0,0.004966731016000001,1.0024527047088598,-0.620841345,-0.620841345,-0.5019893245,0.365849368,6.370089545,-0.5019893245
palate_clove,250.0,0.00285985432800004,1.003492633392487,-0.35748176,-0.35748176,-0.35748176,-0.35748176,8.028741136,-0.35748176
palate_coriander,250.0,0.002269483395999998,1.0036834922687001,-0.283685395,-0.283685395,-0.283685395,-0.283685395,10.53108528,-0.283685395
palate_corn,250.0,0.001277987800000048,1.003905131147565,-0.159748529,-0.159748529,-0.159748529,-0.159748529,12.55822492,-0.159748529
palate_dentist,0.0,,,,,,,,
palate_diacetyl,250.0,0.0011487545040000287,1.0039248910323737,-0.143594318,-0.143594318,-0.143594318,-0.143594318,10.96637324,-0.143594318
palate_estery,250.0,0.00140016810400002,1.0038845138910468,-0.175020976,-0.175020976,-0.175020976,-0.175020976,13.54309534,-0.175020976
palate_flour,250.0,0.001025181547999992,1.0039418164267528,-0.128147669,-0.128147669,-0.128147669,-0.128147669,11.92381721,-0.128147669
palate_flower,250.0,0.0016646062760000077,1.0038334481408202,-0.208075828,-0.208075828,-0.208075828,-0.208075828,11.38428091,-0.208075828
palate_fruity,250.0,-0.014784967091999977,0.9588338202666677,-0.908057519,-0.908057519,-0.118703573,0.41423505325,3.474068041,-0.118703573
palate_grainy,250.0,0.0027227981680000256,1.003540860976301,-0.340349793,-0.340349793,-0.340349793,-0.0153510325,9.7905178,-0.340349793
palate_grape,250.0,0.0026337315080000147,1.0035709313262797,-0.329216426,-0.329216426,-0.329216426,-0.329216426,7.896105465,-0.329216426
palate_grass,250.0,0.0033053872640000036,1.0033194786291315,-0.41317338,-0.41317338,-0.41317338,0.0135100745,8.532945945,-0.41317338
palate_hay,250.0,0.003641337440000033,1.003172339291411,-0.455167172,-0.455167172,-0.455167172,0.07843482875,7.181674827,-0.455167172
palate_herb,250.0,0.003976769036000014,1.0030112036762129,-0.497096124,-0.497096124,-0.497096124,0.138711771,6.788354667,-0.497096124
palate_hoppy,250.0,0.005210456284000035,1.0022961812369229,-0.651307039,-0.651307039,-0.3919016755,0.21838127525,5.829088316,-0.3919016755
palate_horse,250.0,0.001667930231999982,1.0038327501648756,-0.208491229,-0.208491229,-0.208491229,-0.208491229,13.28400189,-0.208491229
palate_kiwi,250.0,0.0008115270360000259,1.0039665405028995,-0.101440855,-0.101440855,-0.101440855,-0.101440855,12.57454648,-0.101440855
palate_lactic,250.0,0.0020940957319999995,1.0037317219522341,-0.26176192,-0.26176192,-0.26176192,-0.26176192,7.481525083,-0.26176192
palate_lychee,250.0,0.0005039524760000056,1.0039920320061173,-0.062994079,-0.062994079,-0.062994079,-0.062994079,15.81151379,-0.062994079
palate_malt,250.0,-0.02701788464799998,0.8929679172020397,-0.460441683,-0.460441683,-0.460441683,0.049396867,7.830099932,-0.460441683
palate_mango,250.0,0.0010840955679999951,1.0039339869946982,-0.135511986,-0.135511986,-0.135511986,-0.135511986,12.46623756,-0.135511986
palate_medicinal,250.0,0.0024635007920000137,1.0036256195208735,-0.307937631,-0.307937631,-0.307937631,-0.307937631,8.275665846,-0.307937631
palate_metallic,250.0,0.004461927199999991,1.0027529836440898,-0.557740871,-0.557740871,-0.557740871,0.2126020385,7.724947127,-0.557740871
palate_orange,250.0,0.0018324201480000113,1.0028123137304246,-0.724899683,-0.724899683,-0.390928238,0.42116576275,4.937989268,-0.390928238
palate_papaya,250.0,0.0005039524760000269,1.003992032006117,-0.062994079,-0.062994079,-0.062994079,-0.062994079,15.81151379,-0.062994079
palate_papery,250.0,0.0006656203760000352,1.0039801194973528,-0.083202574,-0.083202574,-0.083202574,-0.083202574,15.66402906,-0.083202574
palate_pear,250.0,0.0019408972599999927,1.0037706759639902,-0.242612208,-0.242612208,-0.242612208,-0.242612208,10.51517549,-0.242612208
palate_pine,250.0,0.002534365251999997,1.003603297826415,-0.316795673,-0.316795673,-0.316795673,-0.316795673,6.460451501,-0.316795673
palate_pineapple,250.0,-0.03490080293600002,0.829557905527693,-0.180389066,-0.180389066,-0.180389066,-0.180389066,7.434533572,-0.180389066
palate_resinous,250.0,0.0018056331600000454,1.0038026098239137,-0.225704094,-0.225704094,-0.225704094,-0.225704094,8.246892085,-0.225704094
palate_smoky,250.0,0.001016891048000005,1.0039428831816148,-0.127111354,-0.127111354,-0.127111354,-0.127111354,13.84243602,-0.127111354
palate_solvent,250.0,0.0006791770960000089,1.0039789707073616,-0.08489718,-0.08489718,-0.08489718,-0.08489718,14.07356118,-0.08489718
palate_sour,250.0,-0.0060793850360000195,0.9934999854577959,-0.665257694,-0.665257694,-0.339129162,0.0440187265,5.899000297,-0.339129162
palate_stale,250.0,0.0015154550760000092,1.0038633344568346,-0.189431907,-0.189431907,-0.189431907,-0.189431907,9.315863246,-0.189431907
palate_sweet,250.0,0.006338936460000007,1.0010476490489026,-1.11814369,-0.6922537449999999,-0.160105493,0.40510033050000005,7.102759388,-0.160105493
palate_toast,250.0,0.0030062764839999686,1.0034384910192893,-0.375784577,-0.375784577,-0.375784577,-0.08220315,8.958840894,-0.375784577
palate_tropical,250.0,0.001116049655999973,1.0039295577751488,-0.139506214,-0.139506214,-0.139506214,-0.139506214,12.39579482,-0.139506214
palate_woody,250.0,0.0035220921640000285,1.0032261980224135,-0.440261549,-0.440261549,-0.440261549,0.09150432350000001,8.436750851,-0.440261549
taste_acetaldehyde,250.0,0.0007405653960000223,1.0039734797501274,-0.092570678,-0.092570678,-0.092570678,-0.092570678,15.39211335,-0.092570678
taste_acetate,250.0,0.0008658572559999804,1.0039607992174964,-0.108232211,-0.108232211,-0.108232211,-0.108232211,15.24274591,-0.108232211
taste_acetic,250.0,0.0028548544400000112,1.003494434418327,-0.35685685,-0.35685685,-0.35685685,-0.31419132024999996,8.286936173,-0.35685685
taste_acidic,250.0,0.005001181848000001,1.0020852863917236,-0.918892755,-0.5893467305,-0.2919656325,0.13332057525000002,4.693383963,-0.2919656325
taste_aftertaste,250.0,0.005398858940000011,1.0013553485015185,-2.227932988,-0.66672700275,0.0650393605,0.6078416040000001,3.777430157,0.0650393605
taste_alcohol,250.0,-0.0006747528799999998,1.0036152906571802,-0.959607847,-0.831379383,-0.372443348,0.646649131,3.736588078,-0.372443348
taste_anise,250.0,-0.023021953800000005,0.9258526990654827,-0.351889783,-0.351889783,-0.351889783,-0.048307022,9.089488288,-0.351889783
taste_apple,250.0,0.0017803846440000086,1.0028799182515737,-0.704153628,-0.47894247975,-0.245001321,0.12059762674999999,11.16323023,-0.245001321
taste_banana,250.0,0.0053150837239999615,1.0020817313598651,-0.854569682,-0.788861831,-0.3580361235,0.38457230125,3.836929908,-0.3580361235
taste_barnyard,250.0,-0.0010713848359999857,1.0025795237927508,-0.448134743,-0.448134743,-0.41282961149999997,-0.06716899225,6.24862637,-0.41282961149999997
taste_bitter,250.0,-0.0070386759359999974,1.0008770447854465,-1.665843326,-0.784079274,-0.023561809000000003,0.6093305634999999,3.396212233,-0.023561809000000003
taste_blanket,250.0,0.002882429576,1.0034844621519956,-0.360303664,-0.360303664,-0.360303664,-0.17306094175,6.310012406,-0.360303664
taste_bread,250.0,0.00909939427200004,0.9982203565002127,-1.509785737,-0.8259196280000001,-0.023802669,0.66562600475,3.302839926,-0.023802669
taste_burnt,250.0,0.0030002060720000045,1.0032209116067892,-0.609401354,-0.609401354,-0.434323068,0.19463872025,4.817353985,-0.434323068
taste_butterscotch,250.0,-0.0011816874520000056,1.0021644723409437,-0.514459807,-0.514459807,-0.514459807,0.21761796425000002,8.768878036,-0.514459807
taste_buttery,250.0,0.005099842624000008,1.0023681509076063,-0.637480345,-0.637480345,-0.3675838355,0.27959713199999997,8.044437282,-0.3675838355
taste_cabbage,250.0,0.0013371646280000108,1.003895380292049,-0.167145533,-0.167145533,-0.167145533,-0.167145533,11.31769517,-0.167145533
taste_candy,250.0,0.006763754808000016,1.0007450705118943,-1.151853689,-0.69991746225,-0.193412061,0.52905659625,4.982507269,-0.193412061
taste_caramel,250.0,-0.005284851299999985,1.0001993048523505,-1.062301409,-0.834457733,-0.37298790400000004,0.72520810975,2.775036902,-0.37298790400000004
taste_carbonation,250.0,0.006377646728000002,0.9968481694029041,-1.866293104,-0.5777337542500001,-0.0434198115,0.338150315,6.149753773,-0.0434198115
taste_cardboard,250.0,0.003791207127999982,1.0031021012915806,-0.473900904,-0.473900904,-0.3192171915,-0.0290057295,6.662212873,-0.3192171915
taste_cereal,250.0,0.00504967062,1.0024002840554491,-0.631208815,-0.631208815,-0.3431941175,0.10747477725,5.493365885,-0.3431941175
taste_cheesy,250.0,-0.0022148106,1.0023410059055602,-0.305512303,-0.305512303,-0.305512303,-0.12731644525,10.5073326,-0.305512303
taste_citrus,250.0,-0.0026438378919999934,0.9998687780509173,-0.971864564,-0.82490531925,-0.40211117949999997,0.60161674,3.066244578,-0.40211117949999997
taste_clove,250.0,0.005274610299999978,1.0021922227666227,-0.78321883,-0.78321883,-0.3794434765,0.5824608382500001,5.980703429,-0.3794434765
taste_coriander,250.0,0.0034890603879999898,1.0032315668254204,-0.484157622,-0.484157622,-0.3708414245,-0.01402209775,5.309372189,-0.3708414245
taste_corn,250.0,0.002848253239999991,1.0034968074241835,-0.356031664,-0.356031664,-0.3166581575,-0.17183884175,8.188715616,-0.3166581575
taste_dentist,250.0,0.0011380965840000119,1.0039264266241832,-0.142262019,-0.142262019,-0.142262019,-0.142262019,11.12720625,-0.142262019
taste_diacetyl,250.0,0.0027744387479999607,1.0035229678816542,-0.346804887,-0.346804887,-0.346804887,-0.346804887,6.747369118,-0.346804887
taste_estery,250.0,0.0013101728999999978,1.0034212429851774,-0.509629266,-0.509629266,-0.3020094845,0.1318896,9.299086058,-0.3020094845
taste_flour,250.0,0.0017764409120000302,1.003809198990023,-0.222055089,-0.222055089,-0.222055089,-0.222055089,14.05330749,-0.222055089
taste_flower,250.0,0.005246898332,1.002272131193585,-0.65586229,-0.65586229,-0.3776391915,0.266001834,6.357917027,-0.3776391915
taste_fruity,250.0,-0.009828002304000024,0.9895285981753851,-2.274578478,-0.740272515,0.012938050999999999,0.698416604,2.185600216,0.012938050999999999
taste_grainy,250.0,0.004870421879999981,1.0025124826840919,-0.608802736,-0.5201890425,-0.329447292,0.060158023,6.661485196,-0.329447292
taste_grape,250.0,0.0008577508960000024,1.0014703331209875,-0.895907676,-0.6964072155000001,-0.28209956999999997,0.2740182545,4.732509352,-0.28209956999999997
taste_grass,250.0,0.0048208336,1.0023360760142752,-0.829762211,-0.6851989525,-0.33965439399999997,0.30655099225000004,5.127373576,-0.33965439399999997
taste_hay,250.0,0.006014048143999997,1.0017267893975224,-0.751756018,-0.66176545,-0.3334072295,0.213584805,5.895065404,-0.3334072295
taste_herb,250.0,-0.015569576564000001,0.9806354802937858,-0.948827145,-0.71800331625,-0.28035839149999997,0.38106316125,4.500295117,-0.28035839149999997
taste_hoppy,250.0,0.0022106277479999933,1.001980249671312,-0.931661465,-0.78286992525,-0.2779897285,0.3503463995,3.618947691,-0.2779897285
taste_horse,250.0,0.0027563770840000304,1.0035292644143357,-0.344547112,-0.344547112,-0.344547112,-0.19084627225,6.680063677,-0.344547112
taste_kiwi,250.0,0.0026233839759999497,1.00357435993892,-0.327922979,-0.327922979,-0.327922979,-0.327922979,6.598978789,-0.327922979
taste_lactic,250.0,-0.0006340782839999974,1.002997765469179,-0.416830079,-0.416830079,-0.416830079,-0.0651475675,8.794155429,-0.416830079
taste_lychee,250.0,0.0018823173199999986,1.003784789006761,-0.235289661,-0.235289661,-0.235289661,-0.235289661,6.748434763,-0.235289661
taste_malt,250.0,-0.0012512996799999812,0.995221975112635,-2.076473146,-0.6641854222500001,0.10571212199999999,0.5889479235,2.364380943,0.10571212199999999
taste_mango,250.0,-0.007451437331999983,0.9938682788191378,-0.352165272,-0.352165272,-0.352165272,-0.08580157225000001,8.480514337,-0.352165272
taste_medicinal,250.0,0.00014045796399996034,1.0023383539185104,-0.663125539,-0.663125539,-0.3001465115,0.23972574000000002,8.491212069,-0.3001465115
taste_metallic,250.0,-0.003573861751999985,1.0003442053751839,-0.754009471,-0.55715555225,-0.31461930699999996,0.16693707075,8.840494935,-0.31461930699999996
taste_orange,250.0,-0.006407937131999986,0.9896767411800542,-0.905027333,-0.765231402,-0.3656225175,0.49534791100000003,4.452937835,-0.3656225175
taste_papaya,250.0,0.0013819443400000396,1.003887708564783,-0.172743052,-0.172743052,-0.172743052,-0.172743052,11.99343716,-0.172743052
taste_papery,250.0,0.0029084145199999795,1.0034749772077578,-0.363551824,-0.363551824,-0.363551824,-0.1170534425,8.957127893,-0.363551824
taste_pear,250.0,0.004466634555999974,1.002066921533891,-0.971341629,-0.971341629,-0.2579002895,0.506955947,3.324857034,-0.2579002895
taste_pine,250.0,-0.0018350545319999972,1.0025448121160563,-0.329633854,-0.329633854,-0.28540817549999997,-0.0664579505,11.18668009,-0.28540817549999997
taste_pineapple,250.0,-0.014149571511999994,0.9697432481615759,-0.526220069,-0.526220069,-0.3707755275,0.08205073825,6.663936433,-0.3707755275
taste_resinous,250.0,-0.0033504780399999847,1.0010647336654666,-0.328140938,-0.328140938,-0.328140938,-0.328140938,7.56330578,-0.328140938
taste_smoky,250.0,0.0022767500600000086,1.0036814102309803,-0.284593779,-0.284593779,-0.284593779,-0.03431215775,13.43758376,-0.284593779
taste_solvent,250.0,0.002747481292000046,1.003532350427499,-0.343435155,-0.343435155,-0.343435155,-0.130775743,7.513250484,-0.343435155
taste_sour,250.0,-0.003939707663999996,0.9967838196953495,-0.754565283,-0.5494379515000001,-0.43019515500000005,-0.08856099425,3.05239656,-0.43019515500000005
taste_stale,250.0,-0.0018086796400000225,1.0012538069244659,-0.571463158,-0.571463158,-0.46133468850000003,0.3409053085,7.88365229,-0.46133468850000003
taste_sweet,250.0,0.001193663887999989,1.0031613254452876,-2.226406876,-0.75754881,-0.015199387,0.67554677475,3.119457388,-0.015199387
taste_toast,250.0,0.0017140039040000126,1.0028855008059387,-0.698195916,-0.698195916,-0.324789209,0.3977948545,8.189946595,-0.324789209
taste_tropical,250.0,-0.02019681647200003,0.938599895837797,-0.540468853,-0.540468853,-0.4204800785,0.20476078475,6.419686824,-0.4204800785
taste_woody,250.0,0.0024406814039999885,1.002940096730334,-0.721039642,-0.721039642,-0.345776,0.19462711900000002,5.408718274,-0.345776
na_count,250.0,3.292,0.5513182449628491,3.0,3.0,3.0,3.75,6.0,3.0
